stid	a1	a2	a3	a4	a5	a6	a7
Sent-ST-590	Sent-HISD-14	Sent-HEMD-121	Sent-THRA-1	Sent-SUCA-183	Sent-AROC-188	Sent-PURE-176	Sent-DNAN-112
Sent-ST-591	Sent-HISD-88	Sent-HEMD-138	Sent-THRA-22	Sent-SUCA-2	Sent-AROC-51	Sent-PURE-177	Sent-DNAN-48
Sent-ST-592	Sent-HISD-132	Sent-HEMD-68	Sent-THRA-172	Sent-SUCA-9	Sent-AROC-189	Sent-PURE-175	Sent-DNAN-70
Sent-ST-593	Sent-HISD-183	Sent-HEMD-25	Sent-THRA-126	Sent-SUCA-9	Sent-AROC-61	Sent-PURE-136	Sent-DNAN-177
Sent-ST-594	Sent-HISD-16	Sent-HEMD-49	Sent-THRA-3	Sent-SUCA-15	Sent-AROC-43	Sent-PURE-178	Sent-DNAN-47
Sent-ST-595	Sent-HISD-75	Sent-HEMD-90	Sent-THRA-173	Sent-SUCA-182	Sent-AROC-190	Sent-PURE-179	Sent-DNAN-35
Sent-ST-596	Sent-HISD-28	Sent-HEMD-32	Sent-THRA-81	Sent-SUCA-29	Sent-AROC-31	Sent-PURE-23	Sent-DNAN-28
Sent-ST-599	Sent-HISD-12	Sent-HEMD-3	Sent-THRA-12	Sent-SUCA-19	Sent-AROC-14	Sent-PURE-6	Sent-DNAN-7
Sent-ST-600	Sent-HISD-42	Sent-HEMD-49	Sent-THRA-3	Sent-SUCA-13	Sent-AROC-192	Sent-PURE-161	Sent-DNAN-11
Sent-ST-601	Sent-HISD-121	Sent-HEMD-97	Sent-THRA-72	Sent-SUCA-120	Sent-AROC-123	Sent-PURE-6	Sent-DNAN-73
Sent-ST-603	Sent-HISD-12	Sent-HEMD-3	Sent-THRA-143	Sent-SUCA-171	Sent-AROC-14	Sent-PURE-182	Sent-DNAN-178
Sent-ST-604	Sent-HISD-218	Sent-HEMD-3	Sent-THRA-33	Sent-SUCA-9	Sent-AROC-170	Sent-PURE-165	Sent-DNAN-20
Sent-ST-605	Sent-HISD-219	Sent-HEMD-131	Sent-THRA-18	Sent-SUCA-9	Sent-AROC-41	Sent-PURE-66	Sent-DNAN-179
Sent-ST-606	Sent-HISD-220	Sent-HEMD-10	Sent-THRA-102	Sent-SUCA-185	Sent-AROC-103	Sent-PURE-184	Sent-DNAN-2
Sent-ST-607	Sent-HISD-104	Sent-HEMD-16	Sent-THRA-3	Sent-SUCA-23	Sent-AROC-13	Sent-PURE-40	Sent-DNAN-177
Sent-ST-608	Sent-HISD-113	Sent-HEMD-48	Sent-THRA-23	Sent-SUCA-13	Sent-AROC-22	Sent-PURE-114	Sent-DNAN-104
Sent-ST-610	Sent-HISD-222	Sent-HEMD-129	Sent-THRA-175	Sent-SUCA-9	Sent-AROC-84	Sent-PURE-8	Sent-DNAN-37
Sent-ST-612	Sent-HISD-189	Sent-HEMD-8	Sent-THRA-156	Sent-SUCA-169	Sent-AROC-169	Sent-PURE-8	Sent-DNAN-84
Sent-ST-613	Sent-HISD-107	Sent-HEMD-79	Sent-THRA-177	Sent-SUCA-172	Sent-AROC-170	Sent-PURE-8	Sent-DNAN-180
Sent-ST-614	Sent-HISD-14	Sent-HEMD-21	Sent-THRA-12	Sent-SUCA-12	Sent-AROC-10	Sent-PURE-185	Sent-DNAN-7
Sent-ST-615	Sent-HISD-189	Sent-HEMD-8	Sent-THRA-176	Sent-SUCA-169	Sent-AROC-169	Sent-PURE-8	Sent-DNAN-84
Sent-ST-616	Sent-HISD-7	Sent-HEMD-130	Sent-THRA-11	Sent-SUCA-6	Sent-AROC-5	Sent-PURE-6	Sent-DNAN-2
Sent-ST-617	Sent-HISD-13	Sent-HEMD-49	Sent-THRA-4	Sent-SUCA-71	Sent-AROC-13	Sent-PURE-183	Sent-DNAN-181
Sent-ST-618	Sent-HISD-10	Sent-HEMD-10	Sent-THRA-14	Sent-SUCA-10	Sent-AROC-178	Sent-PURE-39	Sent-DNAN-182
Sent-ST-619	Sent-HISD-224	Sent-HEMD-8	Sent-THRA-22	Sent-SUCA-186	Sent-AROC-5	Sent-PURE-186	Sent-DNAN-172
Sent-ST-620	Sent-HISD-220	Sent-HEMD-43	Sent-THRA-156	Sent-SUCA-9	Sent-AROC-193	Sent-PURE-187	Sent-DNAN-183
Sent-ST-621	Sent-HISD-223	Sent-HEMD-108	Sent-THRA-85	Sent-SUCA-187	Sent-AROC-39	Sent-PURE-188	Sent-DNAN-184
Sent-ST-622	Sent-HISD-225	Sent-HEMD-140	Sent-THRA-178	Sent-SUCA-157	Sent-AROC-150	Sent-PURE-132	Sent-DNAN-75
Sent-ST-623	Sent-HISD-226	Sent-HEMD-79	Sent-THRA-179	Sent-SUCA-188	Sent-AROC-179	Sent-PURE-3	Sent-DNAN-172
Sent-ST-625	Sent-HISD-227	Sent-HEMD-79	Sent-THRA-180	Sent-SUCA-189	Sent-AROC-194	Sent-PURE-169	Sent-DNAN-4
Sent-ST-627	Sent-HISD-228	Sent-HEMD-79	Sent-THRA-16	Sent-SUCA-79	Sent-AROC-195	Sent-PURE-2	Sent-DNAN-172
Sent-ST-628	Sent-HISD-189	Sent-HEMD-8	Sent-THRA-156	Sent-SUCA-190	Sent-AROC-169	Sent-PURE-158	Sent-DNAN-84
