stid	a1	a2	a3	a4	a5	a6	a7
Cfre-ST-95	Cfre-clpX-53	Cfre-mdh-15	Cfre-aspC-51	Cfre-arcA-5	Cfre-dnaG-6	Cfre-fadD-33	Cfre-lysP-5
Cfre-ST-96	Cfre-clpX-6	Cfre-mdh-50	Cfre-aspC-52	Cfre-arcA-33	Cfre-dnaG-47	Cfre-fadD-55	Cfre-lysP-6
Cfre-ST-97	Cfre-clpX-54	Cfre-mdh-51	Cfre-aspC-53	Cfre-arcA-34	Cfre-dnaG-48	Cfre-fadD-59	Cfre-lysP-48
Cfre-ST-98	Cfre-clpX-55	Cfre-mdh-52	Cfre-aspC-54	Cfre-arcA-7	Cfre-dnaG-6	Cfre-fadD-60	Cfre-lysP-11
Cfre-ST-99	Cfre-clpX-56	Cfre-mdh-53	Cfre-aspC-55	Cfre-arcA-35	Cfre-dnaG-49	Cfre-fadD-61	Cfre-lysP-49
Cfre-ST-100	Cfre-clpX-57	Cfre-mdh-54	Cfre-aspC-16	Cfre-arcA-12	Cfre-dnaG-28	Cfre-fadD-20	Cfre-lysP-11
Cfre-ST-101	Cfre-clpX-12	Cfre-mdh-55	Cfre-aspC-28	Cfre-arcA-36	Cfre-dnaG-6	Cfre-fadD-62	Cfre-lysP-50
Cfre-ST-102	Cfre-clpX-18	Cfre-mdh-44	Cfre-aspC-57	Cfre-arcA-11	Cfre-dnaG-51	Cfre-fadD-64	Cfre-lysP-52
Cfre-ST-103	Cfre-clpX-58	Cfre-mdh-1	Cfre-aspC-56	Cfre-arcA-3	Cfre-dnaG-50	Cfre-fadD-63	Cfre-lysP-51
Cfre-ST-104	Cfre-clpX-59	Cfre-mdh-14	Cfre-aspC-58	Cfre-arcA-37	Cfre-dnaG-14	Cfre-fadD-65	Cfre-lysP-53
Cfre-ST-105	Cfre-clpX-6	Cfre-mdh-1	Cfre-aspC-59	Cfre-arcA-3	Cfre-dnaG-52	Cfre-fadD-66	Cfre-lysP-54
Cfre-ST-106	Cfre-clpX-22	Cfre-mdh-40	Cfre-aspC-45	Cfre-arcA-20	Cfre-dnaG-42	Cfre-fadD-43	Cfre-lysP-42
Cfre-ST-107	Cfre-clpX-12	Cfre-mdh-56	Cfre-aspC-5	Cfre-arcA-5	Cfre-dnaG-9	Cfre-fadD-33	Cfre-lysP-17
Cfre-ST-108	Cfre-clpX-60	Cfre-mdh-14	Cfre-aspC-13	Cfre-arcA-11	Cfre-dnaG-53	Cfre-fadD-67	Cfre-lysP-24
Cfre-ST-109	Cfre-clpX-44	Cfre-mdh-57	Cfre-aspC-60	Cfre-arcA-38	Cfre-dnaG-38	Cfre-fadD-43	Cfre-lysP-55
Cfre-ST-110	Cfre-clpX-61	Cfre-mdh-40	Cfre-aspC-61	Cfre-arcA-30	Cfre-dnaG-38	Cfre-fadD-68	Cfre-lysP-56
Cfre-ST-111	Cfre-clpX-26	Cfre-mdh-13	Cfre-aspC-62	Cfre-arcA-7	Cfre-dnaG-11	Cfre-fadD-14	Cfre-lysP-11
Cfre-ST-112	Cfre-clpX-5	Cfre-mdh-15	Cfre-aspC-26	Cfre-arcA-5	Cfre-dnaG-54	Cfre-fadD-69	Cfre-lysP-17
Cfre-ST-113	Cfre-clpX-12	Cfre-mdh-15	Cfre-aspC-16	Cfre-arcA-5	Cfre-dnaG-6	Cfre-fadD-70	Cfre-lysP-50
Cfre-ST-114	Cfre-clpX-12	Cfre-mdh-6	Cfre-aspC-10	Cfre-arcA-5	Cfre-dnaG-22	Cfre-fadD-33	Cfre-lysP-5
Cfre-ST-115	Cfre-clpX-62	Cfre-mdh-7	Cfre-aspC-63	Cfre-arcA-1	Cfre-dnaG-1	Cfre-fadD-71	Cfre-lysP-57
Cfre-ST-116	Cfre-clpX-12	Cfre-mdh-10	Cfre-aspC-16	Cfre-arcA-5	Cfre-dnaG-55	Cfre-fadD-7	Cfre-lysP-5
Cfre-ST-117	Cfre-clpX-53	Cfre-mdh-15	Cfre-aspC-26	Cfre-arcA-5	Cfre-dnaG-6	Cfre-fadD-20	Cfre-lysP-58
Cfre-ST-118	Cfre-clpX-63	Cfre-mdh-6	Cfre-aspC-64	Cfre-arcA-5	Cfre-dnaG-22	Cfre-fadD-33	Cfre-lysP-14
Cfre-ST-119	Cfre-clpX-63	Cfre-mdh-13	Cfre-aspC-64	Cfre-arcA-5	Cfre-dnaG-22	Cfre-fadD-33	Cfre-lysP-14
Cfre-ST-120	Cfre-clpX-65	Cfre-mdh-58	Cfre-aspC-65	Cfre-arcA-39	Cfre-dnaG-57	Cfre-fadD-74	Cfre-lysP-60
Cfre-ST-121	Cfre-clpX-4	Cfre-mdh-7	Cfre-aspC-4	Cfre-arcA-6	Cfre-dnaG-56	Cfre-fadD-72	Cfre-lysP-59
Cfre-ST-122	Cfre-clpX-64	Cfre-mdh-11	Cfre-aspC-66	Cfre-arcA-7	Cfre-dnaG-6	Cfre-fadD-14	Cfre-lysP-11
Cfre-ST-123	Cfre-clpX-8	Cfre-mdh-11	Cfre-aspC-67	Cfre-arcA-7	Cfre-dnaG-11	Cfre-fadD-73	Cfre-lysP-11
Cfre-ST-124	Cfre-clpX-48	Cfre-mdh-6	Cfre-aspC-5	Cfre-arcA-7	Cfre-dnaG-43	Cfre-fadD-56	Cfre-lysP-61
Cfre-ST-125	Cfre-clpX-12	Cfre-mdh-55	Cfre-aspC-28	Cfre-arcA-40	Cfre-dnaG-6	Cfre-fadD-62	Cfre-lysP-50
Cfre-ST-126	Cfre-clpX-66	Cfre-mdh-59	Cfre-aspC-19	Cfre-arcA-14	Cfre-dnaG-19	Cfre-fadD-75	Cfre-lysP-19
Cfre-ST-127	Cfre-clpX-67	Cfre-mdh-12	Cfre-aspC-68	Cfre-arcA-41	Cfre-dnaG-6	Cfre-fadD-13	Cfre-lysP-11
Cfre-ST-128	Cfre-clpX-20	Cfre-mdh-60	Cfre-aspC-23	Cfre-arcA-14	Cfre-dnaG-58	Cfre-fadD-36	Cfre-lysP-62
Cfre-ST-129	Cfre-clpX-6	Cfre-mdh-45	Cfre-aspC-7	Cfre-arcA-3	Cfre-dnaG-45	Cfre-fadD-76	Cfre-lysP-63
Cfre-ST-130	Cfre-clpX-12	Cfre-mdh-6	Cfre-aspC-10	Cfre-arcA-5	Cfre-dnaG-59	Cfre-fadD-33	Cfre-lysP-5
Cfre-ST-131	Cfre-clpX-68	Cfre-mdh-18	Cfre-aspC-23	Cfre-arcA-42	Cfre-dnaG-60	Cfre-fadD-78	Cfre-lysP-64
Cfre-ST-132	Cfre-clpX-69	Cfre-mdh-62	Cfre-aspC-70	Cfre-arcA-43	Cfre-dnaG-61	Cfre-fadD-79	Cfre-lysP-65
Cfre-ST-133	Cfre-clpX-34	Cfre-mdh-63	Cfre-aspC-71	Cfre-arcA-23	Cfre-dnaG-30	Cfre-fadD-80	Cfre-lysP-66
Cfre-ST-134	Cfre-clpX-70	Cfre-mdh-7	Cfre-aspC-72	Cfre-arcA-3	Cfre-dnaG-1	Cfre-fadD-81	Cfre-lysP-6
Cfre-ST-135	Cfre-clpX-44	Cfre-mdh-49	Cfre-aspC-61	Cfre-arcA-29	Cfre-dnaG-62	Cfre-fadD-68	Cfre-lysP-37
Cfre-ST-136	Cfre-clpX-71	Cfre-mdh-15	Cfre-aspC-10	Cfre-arcA-5	Cfre-dnaG-9	Cfre-fadD-62	Cfre-lysP-50
Cfre-ST-137	Cfre-clpX-28	Cfre-mdh-18	Cfre-aspC-23	Cfre-arcA-14	Cfre-dnaG-26	Cfre-fadD-26	Cfre-lysP-19
