stid	a1	a2	a3	a4	a5	a6	a7
Ecol-ST-122	Ecol-MDH-33	Ecol-GYRB-10	Ecol-RECA-36	Ecol-ICD-46	Ecol-PURA-37	Ecol-FUMC-24	Ecol-ADK-15
Ecol-ST-123	Ecol-MDH-17	Ecol-GYRB-19	Ecol-RECA-2	Ecol-ICD-37	Ecol-PURA-30	Ecol-FUMC-47	Ecol-ADK-50
Ecol-ST-124	Ecol-MDH-9	Ecol-GYRB-3	Ecol-RECA-6	Ecol-ICD-18	Ecol-PURA-38	Ecol-FUMC-19	Ecol-ADK-6
Ecol-ST-125	Ecol-MDH-34	Ecol-GYRB-45	Ecol-RECA-37	Ecol-ICD-47	Ecol-PURA-39	Ecol-FUMC-48	Ecol-ADK-51
Ecol-ST-126	Ecol-MDH-17	Ecol-GYRB-19	Ecol-RECA-25	Ecol-ICD-37	Ecol-PURA-25	Ecol-FUMC-43	Ecol-ADK-13
Ecol-ST-127	Ecol-MDH-23	Ecol-GYRB-19	Ecol-RECA-10	Ecol-ICD-36	Ecol-PURA-11	Ecol-FUMC-14	Ecol-ADK-13
Ecol-ST-128	Ecol-MDH-35	Ecol-GYRB-46	Ecol-RECA-38	Ecol-ICD-48	Ecol-PURA-40	Ecol-FUMC-49	Ecol-ADK-52
Ecol-ST-129	Ecol-MDH-9	Ecol-GYRB-3	Ecol-RECA-7	Ecol-ICD-26	Ecol-PURA-7	Ecol-FUMC-23	Ecol-ADK-6
Ecol-ST-130	Ecol-MDH-5	Ecol-GYRB-20	Ecol-RECA-4	Ecol-ICD-6	Ecol-PURA-5	Ecol-FUMC-22	Ecol-ADK-18
Ecol-ST-131	Ecol-MDH-36	Ecol-GYRB-47	Ecol-RECA-29	Ecol-ICD-13	Ecol-PURA-28	Ecol-FUMC-40	Ecol-ADK-53
Ecol-ST-132	Ecol-MDH-37	Ecol-GYRB-22	Ecol-RECA-39	Ecol-ICD-49	Ecol-PURA-41	Ecol-FUMC-50	Ecol-ADK-35
Ecol-ST-133	Ecol-MDH-34	Ecol-GYRB-48	Ecol-RECA-37	Ecol-ICD-50	Ecol-PURA-42	Ecol-FUMC-48	Ecol-ADK-51
Ecol-ST-134	Ecol-MDH-16	Ecol-GYRB-49	Ecol-RECA-34	Ecol-ICD-13	Ecol-PURA-10	Ecol-FUMC-44	Ecol-ADK-13
Ecol-ST-135	Ecol-MDH-16	Ecol-GYRB-50	Ecol-RECA-25	Ecol-ICD-13	Ecol-PURA-37	Ecol-FUMC-39	Ecol-ADK-13
Ecol-ST-136	Ecol-MDH-17	Ecol-GYRB-30	Ecol-RECA-28	Ecol-ICD-13	Ecol-PURA-11	Ecol-FUMC-39	Ecol-ADK-38
Ecol-ST-137	Ecol-MDH-21	Ecol-GYRB-51	Ecol-RECA-16	Ecol-ICD-24	Ecol-PURA-2	Ecol-FUMC-23	Ecol-ADK-19
Ecol-ST-139	Ecol-MDH-12	Ecol-GYRB-52	Ecol-RECA-40	Ecol-ICD-6	Ecol-PURA-5	Ecol-FUMC-51	Ecol-ADK-54
Ecol-ST-140	Ecol-MDH-17	Ecol-GYRB-19	Ecol-RECA-26	Ecol-ICD-37	Ecol-PURA-11	Ecol-FUMC-38	Ecol-ADK-55
Ecol-ST-141	Ecol-MDH-17	Ecol-GYRB-10	Ecol-RECA-17	Ecol-ICD-14	Ecol-PURA-25	Ecol-FUMC-52	Ecol-ADK-13
Ecol-ST-142	Ecol-MDH-17	Ecol-GYRB-19	Ecol-RECA-26	Ecol-ICD-51	Ecol-PURA-11	Ecol-FUMC-38	Ecol-ADK-37
Ecol-ST-143	Ecol-MDH-38	Ecol-GYRB-19	Ecol-RECA-10	Ecol-ICD-14	Ecol-PURA-1	Ecol-FUMC-24	Ecol-ADK-13
Ecol-ST-144	Ecol-MDH-30	Ecol-GYRB-9	Ecol-RECA-25	Ecol-ICD-36	Ecol-PURA-44	Ecol-FUMC-43	Ecol-ADK-13
Ecol-ST-145	Ecol-MDH-1	Ecol-GYRB-1	Ecol-RECA-1	Ecol-ICD-1	Ecol-PURA-1	Ecol-FUMC-10	Ecol-ADK-1
Ecol-ST-146	Ecol-MDH-2	Ecol-GYRB-59	Ecol-RECA-2	Ecol-ICD-2	Ecol-PURA-2	Ecol-FUMC-1	Ecol-ADK-2
Ecol-ST-147	Ecol-MDH-3	Ecol-GYRB-60	Ecol-RECA-3	Ecol-ICD-3	Ecol-PURA-3	Ecol-FUMC-59	Ecol-ADK-3
Ecol-ST-148	Ecol-MDH-1	Ecol-GYRB-1	Ecol-RECA-5	Ecol-ICD-5	Ecol-PURA-1	Ecol-FUMC-4	Ecol-ADK-1
Ecol-ST-149	Ecol-MDH-6	Ecol-GYRB-60	Ecol-RECA-3	Ecol-ICD-3	Ecol-PURA-6	Ecol-FUMC-60	Ecol-ADK-6
Ecol-ST-151	Ecol-MDH-14	Ecol-GYRB-7	Ecol-RECA-7	Ecol-ICD-1	Ecol-PURA-7	Ecol-FUMC-62	Ecol-ADK-11
Ecol-ST-152	Ecol-MDH-14	Ecol-GYRB-7	Ecol-RECA-7	Ecol-ICD-1	Ecol-PURA-7	Ecol-FUMC-63	Ecol-ADK-11
Ecol-ST-153	Ecol-MDH-31	Ecol-GYRB-19	Ecol-RECA-10	Ecol-ICD-35	Ecol-PURA-27	Ecol-FUMC-64	Ecol-ADK-13
Ecol-ST-154	Ecol-MDH-9	Ecol-GYRB-5	Ecol-RECA-6	Ecol-ICD-10	Ecol-PURA-8	Ecol-FUMC-6	Ecol-ADK-6
Ecol-ST-155	Ecol-MDH-24	Ecol-GYRB-14	Ecol-RECA-14	Ecol-ICD-16	Ecol-PURA-8	Ecol-FUMC-4	Ecol-ADK-6
Ecol-ST-156	Ecol-MDH-11	Ecol-GYRB-32	Ecol-RECA-44	Ecol-ICD-16	Ecol-PURA-8	Ecol-FUMC-29	Ecol-ADK-6
Ecol-ST-157	Ecol-MDH-37	Ecol-GYRB-58	Ecol-RECA-4	Ecol-ICD-63	Ecol-PURA-5	Ecol-FUMC-57	Ecol-ADK-33
Ecol-ST-158	Ecol-MDH-45	Ecol-GYRB-63	Ecol-RECA-19	Ecol-ICD-63	Ecol-PURA-5	Ecol-FUMC-66	Ecol-ADK-62
