stid	a1	a2	a3	a4	a5	a6	a7
Koxy-ST-113	Koxy-gapA-17	Koxy-mdh-23	Koxy-tonB-43	Koxy-infB-23	Koxy-pgi-39	Koxy-rpoB-30	Koxy-phoE-48
Koxy-ST-114	Koxy-gapA-3	Koxy-mdh-16	Koxy-tonB-44	Koxy-infB-9	Koxy-pgi-40	Koxy-rpoB-17	Koxy-phoE-49
Koxy-ST-115	Koxy-gapA-17	Koxy-mdh-37	Koxy-tonB-43	Koxy-infB-16	Koxy-pgi-41	Koxy-rpoB-25	Koxy-phoE-50
Koxy-ST-116	Koxy-gapA-3	Koxy-mdh-20	Koxy-tonB-45	Koxy-infB-8	Koxy-pgi-21	Koxy-rpoB-17	Koxy-phoE-25
Koxy-ST-117	Koxy-gapA-5	Koxy-mdh-14	Koxy-tonB-6	Koxy-infB-6	Koxy-pgi-11	Koxy-rpoB-7	Koxy-phoE-14
Koxy-ST-118	Koxy-gapA-18	Koxy-mdh-17	Koxy-tonB-29	Koxy-infB-8	Koxy-pgi-21	Koxy-rpoB-31	Koxy-phoE-20
Koxy-ST-119	Koxy-gapA-19	Koxy-mdh-19	Koxy-tonB-31	Koxy-infB-6	Koxy-pgi-10	Koxy-rpoB-5	Koxy-phoE-31
Koxy-ST-120	Koxy-gapA-1	Koxy-mdh-12	Koxy-tonB-1	Koxy-infB-30	Koxy-pgi-14	Koxy-rpoB-1	Koxy-phoE-4
Koxy-ST-121	Koxy-gapA-17	Koxy-mdh-38	Koxy-tonB-43	Koxy-infB-16	Koxy-pgi-39	Koxy-rpoB-25	Koxy-phoE-14
Koxy-ST-122	Koxy-gapA-5	Koxy-mdh-10	Koxy-tonB-19	Koxy-infB-10	Koxy-pgi-10	Koxy-rpoB-5	Koxy-phoE-14
Koxy-ST-123	Koxy-gapA-19	Koxy-mdh-39	Koxy-tonB-8	Koxy-infB-6	Koxy-pgi-10	Koxy-rpoB-5	Koxy-phoE-15
Koxy-ST-124	Koxy-gapA-7	Koxy-mdh-38	Koxy-tonB-4	Koxy-infB-23	Koxy-pgi-23	Koxy-rpoB-25	Koxy-phoE-12
Koxy-ST-125	Koxy-gapA-4	Koxy-mdh-19	Koxy-tonB-16	Koxy-infB-6	Koxy-pgi-35	Koxy-rpoB-7	Koxy-phoE-37
Koxy-ST-126	Koxy-gapA-5	Koxy-mdh-19	Koxy-tonB-9	Koxy-infB-6	Koxy-pgi-10	Koxy-rpoB-5	Koxy-phoE-15
Koxy-ST-127	Koxy-gapA-14	Koxy-mdh-15	Koxy-tonB-4	Koxy-infB-4	Koxy-pgi-4	Koxy-rpoB-3	Koxy-phoE-41
Koxy-ST-128	Koxy-gapA-3	Koxy-mdh-40	Koxy-tonB-46	Koxy-infB-31	Koxy-pgi-21	Koxy-rpoB-6	Koxy-phoE-20
Koxy-ST-129	Koxy-gapA-6	Koxy-mdh-19	Koxy-tonB-17	Koxy-infB-6	Koxy-pgi-10	Koxy-rpoB-7	Koxy-phoE-15
Koxy-ST-130	Koxy-gapA-3	Koxy-mdh-17	Koxy-tonB-23	Koxy-infB-8	Koxy-pgi-42	Koxy-rpoB-6	Koxy-phoE-20
Koxy-ST-131	Koxy-gapA-3	Koxy-mdh-41	Koxy-tonB-47	Koxy-infB-8	Koxy-pgi-43	Koxy-rpoB-6	Koxy-phoE-51
Koxy-ST-132	Koxy-gapA-6	Koxy-mdh-26	Koxy-tonB-33	Koxy-infB-6	Koxy-pgi-10	Koxy-rpoB-24	Koxy-phoE-20
Koxy-ST-133	Koxy-gapA-17	Koxy-mdh-29	Koxy-tonB-9	Koxy-infB-32	Koxy-pgi-44	Koxy-rpoB-25	Koxy-phoE-15
Koxy-ST-134	Koxy-gapA-5	Koxy-mdh-14	Koxy-tonB-31	Koxy-infB-6	Koxy-pgi-10	Koxy-rpoB-7	Koxy-phoE-52
Koxy-ST-135	Koxy-gapA-3	Koxy-mdh-17	Koxy-tonB-48	Koxy-infB-8	Koxy-pgi-45	Koxy-rpoB-6	Koxy-phoE-20
Koxy-ST-136	Koxy-gapA-5	Koxy-mdh-39	Koxy-tonB-6	Koxy-infB-6	Koxy-pgi-11	Koxy-rpoB-7	Koxy-phoE-15
Koxy-ST-137	Koxy-gapA-3	Koxy-mdh-42	Koxy-tonB-4	Koxy-infB-4	Koxy-pgi-8	Koxy-rpoB-3	Koxy-phoE-25
Koxy-ST-138	Koxy-gapA-3	Koxy-mdh-24	Koxy-tonB-48	Koxy-infB-8	Koxy-pgi-46	Koxy-rpoB-32	Koxy-phoE-53
Koxy-ST-139	Koxy-gapA-3	Koxy-mdh-24	Koxy-tonB-48	Koxy-infB-8	Koxy-pgi-46	Koxy-rpoB-32	Koxy-phoE-54
Koxy-ST-140	Koxy-gapA-3	Koxy-mdh-24	Koxy-tonB-48	Koxy-infB-8	Koxy-pgi-46	Koxy-rpoB-32	Koxy-phoE-55
Koxy-ST-141	Koxy-gapA-1	Koxy-mdh-2	Koxy-tonB-2	Koxy-infB-7	Koxy-pgi-1	Koxy-rpoB-1	Koxy-phoE-4
Koxy-ST-142	Koxy-gapA-3	Koxy-mdh-40	Koxy-tonB-49	Koxy-infB-5	Koxy-pgi-13	Koxy-rpoB-4	Koxy-phoE-24
Koxy-ST-143	Koxy-gapA-3	Koxy-mdh-43	Koxy-tonB-23	Koxy-infB-8	Koxy-pgi-7	Koxy-rpoB-33	Koxy-phoE-20
Koxy-ST-144	Koxy-gapA-3	Koxy-mdh-21	Koxy-tonB-20	Koxy-infB-5	Koxy-pgi-20	Koxy-rpoB-6	Koxy-phoE-24
Koxy-ST-145	Koxy-gapA-1	Koxy-mdh-2	Koxy-tonB-1	Koxy-infB-3	Koxy-pgi-34	Koxy-rpoB-34	Koxy-phoE-16
