stid	a1	a2	a3	a4	a5	a6	a7
Ngon-ST-11695	Ngon-pgm-65	Ngon-fumC-156	Ngon-aroE-789	Ngon-gdh-149	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-59
Ngon-ST-11696	Ngon-pgm-133	Ngon-fumC-158	Ngon-aroE-67	Ngon-gdh-148	Ngon-pdhC-530	Ngon-adk-113	Ngon-abcZ-59
Ngon-ST-11697	Ngon-pgm-223	Ngon-fumC-111	Ngon-aroE-67	Ngon-gdh-147	Ngon-pdhC-153	Ngon-adk-142	Ngon-abcZ-59
Ngon-ST-11698	Ngon-pgm-223	Ngon-fumC-156	Ngon-aroE-67	Ngon-gdh-148	Ngon-pdhC-153	Ngon-adk-142	Ngon-abcZ-59
Ngon-ST-11699	Ngon-pgm-776	Ngon-fumC-745	Ngon-aroE-67	Ngon-gdh-149	Ngon-pdhC-71	Ngon-adk-513	Ngon-abcZ-59
Ngon-ST-11700	Ngon-pgm-65	Ngon-fumC-745	Ngon-aroE-67	Ngon-gdh-149	Ngon-pdhC-71	Ngon-adk-513	Ngon-abcZ-59
Ngon-ST-11701	Ngon-pgm-65	Ngon-fumC-156	Ngon-aroE-67	Ngon-gdh-189	Ngon-pdhC-764	Ngon-adk-39	Ngon-abcZ-109
Ngon-ST-11702	Ngon-pgm-65	Ngon-fumC-190	Ngon-aroE-67	Ngon-gdh-148	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-109
Ngon-ST-11703	Ngon-pgm-773	Ngon-fumC-190	Ngon-aroE-67	Ngon-gdh-152	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-109
Ngon-ST-11704	Ngon-pgm-65	Ngon-fumC-156	Ngon-aroE-170	Ngon-gdh-148	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-109
Ngon-ST-11705	Ngon-pgm-65	Ngon-fumC-157	Ngon-aroE-786	Ngon-gdh-148	Ngon-pdhC-498	Ngon-adk-39	Ngon-abcZ-109
Ngon-ST-11706	Ngon-pgm-65	Ngon-fumC-111	Ngon-aroE-67	Ngon-gdh-188	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-126
Ngon-ST-11707	Ngon-pgm-65	Ngon-fumC-111	Ngon-aroE-67	Ngon-gdh-148	Ngon-pdhC-762	Ngon-adk-39	Ngon-abcZ-126
Ngon-ST-11708	Ngon-pgm-65	Ngon-fumC-190	Ngon-aroE-67	Ngon-gdh-148	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-126
Ngon-ST-11709	Ngon-pgm-65	Ngon-fumC-641	Ngon-aroE-67	Ngon-gdh-148	Ngon-pdhC-762	Ngon-adk-39	Ngon-abcZ-126
Ngon-ST-11710	Ngon-pgm-65	Ngon-fumC-78	Ngon-aroE-170	Ngon-gdh-148	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-126
Ngon-ST-11711	Ngon-pgm-65	Ngon-fumC-745	Ngon-aroE-788	Ngon-gdh-745	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-126
Ngon-ST-11712	Ngon-pgm-775	Ngon-fumC-745	Ngon-aroE-788	Ngon-gdh-745	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-126
Ngon-ST-11713	Ngon-pgm-223	Ngon-fumC-156	Ngon-aroE-67	Ngon-gdh-148	Ngon-pdhC-153	Ngon-adk-142	Ngon-abcZ-126
